Age	Gender	Ethnic Group Description	Subject Catalog Nbr	Instruction Mode Group	Session	Official Grade	
25	Male	White	ACG2021	1	8	A	
21	Female	White	ACG2021	1	8	F	
21	Male	Multi-Ethnic	ACG2021	1	8	A	
27	Male	White	ACG2021	1	8	B	
21	Male	White	ACG2021	1	8	A	
22	Unknown	Multi-Ethnic	ACG2021	1	8	A	
21	Female	White	ACG2021	3	8	W	
21	Male	White	ACG2021	1	8	B	
21	Female	White	ACG2021	3	8	W	
22	Male	Hispanic/Latino	ACG2021	3	8	A	
27	Unknown	Black/African American	ACG2021	1	8	W	
27	Male	White	ACG2021	1	8	B	
31	Female	White	ACG2021	1	8	B	
22	Male	White	ACG2021	1	8	A	
26	Female	White	ACG2021	1	8	F	
32	Male	White	ACG2021	1	8	A	
24	Male	Multi-Ethnic	ACG2021	2	8	W	
22	Male	White	ACG2021	3	8	B	
44	Female	Black/African American	ACG2021	1	8	B	
23	Female	White	ACG2021	1	8	B	
23	Male	Black/African American	ACG2021	1	8	A	
49	Unknown	Black/African American	ACG2021	1	8	B	
21	Female	White	ACG2021	2	8	F	
43	Female	White	ACG2021	1	8	WF	
22	Male	Black/African American	ACG2021	3	8	W	
20	Male	White	ACG2021	3	8	A	
22	Male	Hispanic/Latino	ACG2021	1	8	W	
19	Unknown	White	ACG2021	3	8	B	
22	Male	White	ACG2021	2	8	B	
21	Female	White	ACG2021	1	8	C	
35	Female	White	ACG2021	1	8	A	
29	Male	Multi-Ethnic	ACG2021	1	8	B	
28	Male	White	ACG2021	1	8	C	
20	Male	Not Specified	ACG2021	1	8	C	
21	Male	White	ACG2021	2	8	A	
20	Male	Asian	ACG2021	1	8	C	
20	Male	White	ACG2021	3	8	A	
42	Male	Not Specified	ACG2021	1	8	B	
27	Female	White	ACG2021	1	8	A	
39	Male	White	ACG2021	1	8	A	
52	Male	White	ACG2021	3	8	A	
24	Male	White	ACG2021	2	8	A	
22	Male	White	ACG2021	1	8	B	
24	Female	White	ACG2021	1	8	A	
25	Female	White	ACG2021	1	8	A	
22	Male	Black/African American	ACG2021	3	8	F	
31	Male	White	ACG2021	3	8	W	
67	Male	White	ACG2021	2	8	A	
28	Female	White	ACG2021	1	8	A	
59	Female	Not Specified	ACG2021	1	8	B	
48	Male	Not Specified	ACG2021	1	8	A	
55	Male	White	ACG2021	1	8	A	
22	Female	White	ACG2021	1	8	A	
27	Male	White	ACG2021	1	8	A	
23	Male	White	ACG2021	3	8	B	
23	Female	White	ACG2021	1	8	A	
21	Female	Hispanic/Latino	ACG2021	2	8	A	
39	Male	White	ACG2021	1	8	W	
37	Male	White	ACG2021	1	8	B	
21	Female	White	ACG2021	3	8	A	
21	Male	White	ACG2021	1	8	F	
24	Male	White	ACG2021	1	8	B	
28	Female	Hispanic/Latino	ACG2021	3	8	C	
36	Male	White	ACG2021	1	8	B	
33	Female	Not Specified	ACG2021	1	8	C	
20	Male	White	ACG2021	3	8	C	
21	Male	Hispanic/Latino	ACG2021	3	8	C	
22	Female	Multi-Ethnic	ACG2021	2	8	C	
22	Female	White	ACG2021	1	8	F	
21	Male	White	ACG2021	2	8	D	
45	Female	White	ACG2021	1	8	B	
28	Female	White	ACG2021	3	8	A	
20	Female	White	ACG2021	1	8	W	
46	Male	White	ACG2021	3	8	W	
58	Male	White	ACG2021	1	8	B	
56	Female	White	ACG2021	3	8	B	
32	Male	Hispanic/Latino	ACG2021	2	8	F	
48	Unknown	White	ACG2021	2	8	B	
21	Male	Multi-Ethnic	ACG2021	1	8	C	
41	Female	Asian	ACG2021	2	8	W	
34	Male	White	ACG2021	1	8	A	
21	Male	Hispanic/Latino	ACG2021	1	8	C	
21	Female	Black/African American	ACG2021	3	8	D	
25	Male	Hispanic/Latino	ACG2021	2	8	A	
41	Male	White	ACG2021	1	8	W	
38	Female	Hispanic/Latino	ACG2021	1	8	F	
21	Male	White	ACG2021	1	8	B	
27	Male	Asian	ACG2021	2	8	C	
53	Female	White	ACG2021	1	8	A	
24	Male	Asian	ACG2021	2	8	A	
35	Male	White	ACG2021	1	8	A	
38	Male	White	ACG2021	1	8	A	
45	Female	White	ACG2021	1	8	A	
26	Female	White	ACG2021	3	8	A	
22	Male	White	ACG2021	1	8	D	
26	Female	White	ACG2021	1	8	F	
28	Female	White	ACG2021	1	8	F	
22	Male	White	ACG2021	1	8	A	
30	Male	White	ACG2021	1	8	F	
44	Male	Black/African American	ACG2021	1	8	W	
21	Male	White	ACG2021	2	8	F	
21	Male	White	ACG2021	3	8	C	
23	Male	White	ACG2021	1	8	WF	
49	Male	White	ACG2021	3	8	B	
24	Male	Black/African American	ACG2021	1	8	B	
44	Male	Black/African American	ACG2021	1	8	D	
27	Female	White	ACG2021	1	8	A	
27	Male	White	ACG2021	3	8	W	
30	Male	White	ACG2021	1	8	W	
27	Male	White	ACG2021	3	8	W	
38	Female	White	ACG2021	1	8	C	
22	Female	White	ACG2021	2	8	A	
36	Male	Hispanic/Latino	ACG2021	1	8	B	
29	Female	Black/African American	ACG2021	1	8	F	
29	Female	White	ACG2021	1	8	B	
25	Male	White	ACG2021	1	8	B	
22	Female	White	ACG2021	3	8	D	
21	Male	White	ACG2021	2	8	B	
28	Female	Hispanic/Latino	ACG2021	2	8	C	
21	Male	White	ACG2021	1	8	A	
27	Female	White	ACG2021	1	8	A	
35	Female	White	ACG2021	1	8	A	
54	Female	Not Specified	ACG2021	1	8	A	
59	Female	Hispanic/Latino	ACG2021	2	8	F	
23	Male	Black/African American	ACG2021	3	8	C	
33	Male	Black/African American	ACG2021	1	8	B	
22	Male	White	ACG2021	2	8	B	
22	Male	White	ACG2021	3	8	A	
35	Female	Black/African American	ACG2021	1	8	W	
25	Male	Hispanic/Latino	ACG2021	1	8	W	
26	Male	Hispanic/Latino	ACG2021	1	8	B	
27	Female	White	ACG2021	3	8	A	
21	Male	White	ACG2021	1	8	F	
35	Female	White	ACG2021	1	8	B	
20	Female	Hispanic/Latino	ACG2021	1	8	B	
38	Male	Black/African American	ACG2021	1	8	W	
38	Male	Black/African American	ACG2021	1	8	A	
56	Female	White	ACG2021	1	8	A	
49	Female	White	ACG2021	1	8	C	
27	Male	Black/African American	ACG2021	1	8	C	
26	Male	White	ACG2021	1	8	A	
25	Male	White	ACG2021	3	8	F	
32	Female	White	ACG2021	1	8	A	
31	Male	Hispanic/Latino	ACG2021	1	8	F	
31	Male	Hispanic/Latino	ACG2021	1	8	B	
27	Male	Asian	ACG2021	1	8	D	
22	Unknown	White	ACG2021	1	8	A	
21	Male	White	ACG2021	2	8	A	
23	Male	White	ACG2021	1	8	A	
22	Male	White	ACG2021	1	8	A	
22	Male	White	ACG2021	1	8	A	
51	Male	White	ACG2021	1	8	A	
38	Female	Hispanic/Latino	ACG2021	1	8	C	
31	Female	Asian	ACG2021	1	8	B	
21	Male	White	ACG2021	1	8	B	
20	Female	Black/African American	ACG2021	1	8	WF	
25	Male	White	ACG2021	1	8	WF	
22	Male	White	ACG2021	1	8	A	
21	Male	Not Specified	ACG2021	1	8	A	
21	Male	White	ACG2021	1	8	B	
22	Male	Asian	ACG2021	1	8	B	
25	Female	White	ACG2021	1	8	A	
34	Male	White	ACG2021	2	8	WF	
23	Female	Not Specified	ACG2021	1	8	A	
43	Female	White	ACG2021	1	8	A	
22	Female	White	ACG2021	1	8	A	
20	Male	Hispanic/Latino	ACG2021	2	8	B	
21	Female	White	ACG2021	1	8	B	
29	Female	White	ACG2021	2	8	A	
33	Female	White	ACG2021	1	8	B	
30	Female	White	ACG2021	1	8	B	
35	Female	Not Specified	ACG2021	1	8	A	
60	Female	White	ACG2021	1	8	A	
24	Male	White	ACG2021	2	8	B	
27	Female	White	ACG2021	1	8	A	
22	Male	Black/African American	ACG2021	1	8	B	
63	Male	Black/African American	ACG2021	3	8	C	
26	Female	White	ACG2021	1	8	B	
32	Male	Hispanic/Latino	ACG2021	1	8	A	
25	Female	White	ACG2021	2	8	A	
25	Male	White	ACG2021	1	8	B	
33	Female	Hispanic/Latino	ACG2021	1	8	B	
31	Male	Asian	ACG2021	1	8	WF	
49	Female	White	ACG2021	1	8	A	
40	Female	White	ACG2021	3	8	A	
42	Female	Hispanic/Latino	ACG2021	1	8	A	
49	Male	White	ACG2021	3	8	A	
31	Female	White	ACG2021	1	8	WF	
33	Male	White	ACG2021	1	8	A	
29	Male	Asian	ACG2021	1	8	A	
25	Male	Multi-Ethnic	ACG2021	2	8	A	
39	Male	Black/African American	ACG2021	1	8	B	
22	Male	White	ACG2021	3	8	F	
28	Male	White	ACG2021	2	8	A	
25	Unknown	White	ACG2021	2	8	B	
52	Female	Black/African American	ACG2021	1	8	WF	
46	Male	Hispanic/Latino	ACG2021	1	8	B	
25	Female	White	ACG2021	2	8	B	
27	Female	White	ACG2021	1	8	C	
27	Female	Hispanic/Latino	ACG2021	1	8	F	
25	Female	White	ACG2021	1	8	D	
21	Female	White	ACG2021	1	8	A	
22	Female	White	ACG2021	1	8	A	
23	Female	Hispanic/Latino	ACG2021	1	8	A	
66	Male	White	ACG2021	1	8	W	
44	Female	White	ACG2021	1	8	C	
59	Female	White	ACG2021	3	8	A	
76	Male	White	ACG2021	3	8	A	
22	Male	White	ACG2021	2	8	F	
39	Female	Black/African American	ACG2021	1	8	W	
22	Male	White	ACG2021	1	8	A	
18	Female	White	ACG2021	1	8	B	
42	Female	White	ACG2021	1	8	A	
30	Female	Hispanic/Latino	ACG2021	1	8	W	
22	Male	White	ACG2021	1	8	B	
37	Female	Black/African American	ACG2021	1	8	WF	
26	Unknown	Black/African American	ACG2021	3	8	A	
39	Female	Hispanic/Latino	ACG2021	1	8	A	
22	Female	White	ACG2021	2	8	W	
26	Male	White	ACG2021	1	8	C	
28	Female	Hispanic/Latino	ACG2021	1	8	A	
29	Male	Asian	ACG2021	1	8	A	
23	Male	White	ACG2021	1	8	A	
36	Male	White	ACG2021	1	8	F	
36	Male	White	ACG2021	1	8	B	
23	Male	White	ACG2021	1	8	A	
21	Female	Asian	ACG2021	1	8	F	
29	Female	Black/African American	ACG2021	1	8	W	
29	Female	White	ACG2021	1	8	A	
21	Female	White	ACG2021	2	8	A	
29	Male	Black/African American	ACG2021	1	8	A	
35	Male	White	ACG2021	2	8	B	
34	Female	White	ACG2021	1	8	B	
22	Male	White	ACG2021	2	8	A	
60	Female	White	ACG2021	3	8	A	
30	Female	Hispanic/Latino	ACG2021	1	8	B	
31	Female	White	ACG2021	1	8	A	
52	Female	White	ACG2021	1	8	F	
27	Female	White	ACG2021	2	8	A	
55	Female	White	ACG2021	2	8	A	
28	Female	White	ACG2021	2	8	A	
29	Female	White	ACG2021	1	8	A	
32	Female	White	ACG2021	1	8	F	
40	Female	White	ACG2021	1	8	A	
31	Female	Multi-Ethnic	ACG2021	1	8	B	
44	Female	Black/African American	ACG2021	1	8	F	
30	Female	White	ACG2021	1	8	A	
31	Female	White	ACG2021	1	8	B	
27	Female	White	ACG2021	1	8	WF	
35	Male	White	ACG2021	1	8	F	
31	Male	White	ACG2021	2	8	A	
33	Female	Hispanic/Latino	ACG2021	2	8	WF	
29	Male	White	ACG2021	1	8	A	
29	Male	White	ACG2021	2	8	A	
22	Female	White	ACG2021	1	8	A	
27	Male	White	ACG2021	3	8	C	
37	Unknown	Black/African American	ACG2021	1	8	B	
35	Male	Hispanic/Latino	ACG2021	1	8	B	
46	Male	White	ACG2021	1	8	F	
36	Female	White	ACG2021	1	8	A	
39	Female	White	ACG2021	1	8	A	
34	Male	White	ACG2021	1	8	F	
20	Female	White	ACG2021	3	8	A	
30	Female	Hispanic/Latino	ACG2021	3	8	A	
30	Male	Hispanic/Latino	ACG2021	1	8	C	
29	Female	White	ACG2021	1	8	B	
31	Unknown	White	ACG2021	1	8	A	
31	Female	White	ACG2021	1	8	WF	
27	Male	Not Specified	ACG2021	1	8	F	
32	Male	Asian	ACG2021	3	8	C	
28	Female	White	ACG2021	2	8	C	
30	Female	Black/African American	ACG2021	3	8	B	
31	Female	White	ACG2021	2	8	B	
27	Male	White	ACG2021	3	8	A	
23	Female	White	ACG2021	1	8	F	
26	Male	White	ACG2021	3	8	B	
27	Male	White	ACG2021	1	8	A	
29	Female	White	ACG2021	2	8	B	
30	Female	White	ACG2021	1	8	A	
30	Female	White	ACG2021	2	8	A	
21	Male	White	ACG2021	1	8	A	
30	Female	White	ACG2021	1	8	W	
30	Male	White	ACG2021	1	8	B	
35	Female	White	ACG2021	3	8	C	
34	Male	White	ACG2021	1	8	D	
29	Male	Hispanic/Latino	ACG2021	3	8	A	
30	Male	White	ACG2021	3	8	B	
28	Unknown	White	ACG2021	1	8	A	
27	Female	White	ACG2021	2	8	A	
28	Female	White	ACG2021	1	8	A	
30	Female	Asian	ACG2021	1	8	C	
38	Male	White	ACG2021	2	8	A	
44	Male	White	ACG2021	2	8	B	
48	Male	White	ACG2021	3	8	A	
29	Unknown	White	ACG2021	1	8	C	
36	Male	White	ACG2021	1	8	C	
28	Male	White	ACG2021	3	8	D	
34	Male	White	ACG2021	3	8	F	
34	Male	White	ACG2021	1	8	F	
29	Unknown	White	ACG2021	1	8	A	
27	Female	Black/African American	ACG2021	2	8	B	
37	Female	Black/African American	ACG2021	1	8	F	
39	Male	White	ACG2021	3	8	B	
33	Male	Black/African American	ACG2021	2	8	D	
29	Female	White	ACG2021	1	8	B	
30	Male	White	ACG2021	3	8	A	
26	Male	White	ACG2021	3	8	A	
22	Male	White	ACG2021	1	8	B	
22	Male	White	ACG2021	3	8	B	
29	Female	White	ACG2021	1	8	F	
29	Female	White	ACG2021	3	8	B	
26	Male	White	ACG2021	2	8	B	
28	Male	White	ACG2021	3	8	C	
29	Male	White	ACG2021	1	8	A	
29	Female	Black/African American	ACG2021	3	8	D	
27	Female	White	ACG2021	1	8	A	
29	Female	White	ACG2021	1	8	B	
28	Male	White	ACG2021	1	8	C	
26	Male	Multi-Ethnic	ACG2021	1	8	C	
44	Female	White	ACG2021	1	8	A	
26	Male	White	ACG2021	3	8	B	
34	Female	White	ACG2021	1	8	F	
29	Female	Hispanic/Latino	ACG2021	2	8	C	
34	Male	White	ACG2021	1	8	D	
25	Male	Black/African American	ACG2021	1	8	C	
45	Male	Hispanic/Latino	ACG2021	2	8	A	
29	Female	White	ACG2021	1	8	W	
32	Male	Hispanic/Latino	ACG2021	1	8	C	
56	Female	Hispanic/Latino	ACG2021	1	8	A	
35	Male	White	ACG2021	1	8	W	
30	Unknown	White	ACG2021	1	8	F	
29	Female	Hispanic/Latino	ACG2021	1	8	D	
34	Female	Asian	ACG2021	1	8	B	
29	Male	White	ACG2021	1	8	F	
33	Female	White	ACG2021	1	8	WF	
30	Female	Black/African American	ACG2021	1	8	B	
43	Male	White	ACG2021	3	8	D	
29	Male	Black/African American	ACG2021	1	8	F	
28	Female	Black/African American	ACG2021	1	8	C	
57	Female	Hispanic/Latino	ACG2021	2	8	B	
28	Male	White	ACG2021	1	8	WF	
28	Male	White	ACG2021	3	8	B	
30	Female	White	ACG2021	1	8	D	
30	Female	White	ACG2021	1	8	F	
27	Female	White	ACG2021	1	8	B	
27	Female	American Indian/Alaska Native	ACG2021	1	8	W	
45	Male	White	ACG2021	1	8	A	
29	Female	White	ACG2021	1	8	B	
41	Male	Black/African American	ACG2021	1	8	WF	
28	Female	White	ACG2021	2	8	B	
26	Female	White	ACG2021	1	8	B	
32	Female	White	ACG2021	1	8	B	
28	Female	White	ACG2021	3	8	A	
34	Male	White	ACG2021	1	8	F	
53	Male	Hispanic/Latino	ACG2021	2	8	C	
27	Female	Black/African American	ACG2021	1	8	W	
27	Female	Black/African American	ACG2021	1	8	D	
46	Female	Black/African American	ACG2021	1	8	W	
27	Female	White	ACG2021	1	8	D	
29	Female	Hispanic/Latino	ACG2021	2	8	D	
29	Female	Hispanic/Latino	ACG2021	2	8	W	
28	Female	White	ACG2021	1	8	C	
50	Female	White	ACG2021	1	8	C	
27	Female	White	ACG2021	1	8	A	
31	Female	White	ACG2021	1	8	B	
26	Female	White	ACG2021	1	8	B	
45	Male	Black/African American	ACG2021	1	8	F	
25	Female	White	ACG2021	1	8	C	
28	Female	Black/African American	ACG2021	2	8	B	
40	Male	Not Specified	ACG2021	1	8	A	
28	Female	Hispanic/Latino	ACG2021	1	8	F	
28	Female	Hispanic/Latino	ACG2021	1	8	W	
28	Female	White	ACG2021	1	8	C	
27	Male	Black/African American	ACG2021	1	8	B	
48	Female	White	ACG2021	1	8	C	
30	Female	Black/African American	ACG2021	3	8	A	
26	Female	White	ACG2021	1	8	D	
28	Female	Black/African American	ACG2021	1	8	C	
28	Male	White	ACG2021	1	8	B	
28	Female	Hispanic/Latino	ACG2021	1	8	C	
26	Female	Black/African American	ACG2021	1	8	B	
27	Female	White	ACG2021	3	8	B	
27	Female	White	ACG2021	1	8	B	
26	Male	Hispanic/Latino	ACG2021	3	8	F	
26	Male	Hispanic/Latino	ACG2021	3	8	C	
26	Female	Black/African American	ACG2021	1	8	B	
26	Female	White	ACG2021	3	8	A	
26	Female	White	ACG2021	1	8	A	
27	Unknown	Asian	ACG2021	3	8	B	
26	Male	White	ACG2021	2	8	A	
41	Male	Hispanic/Latino	ACG2021	3	8	A	
27	Male	White	ACG2021	1	8	A	
25	Male	White	ACG2021	1	8	B	
28	Male	White	ACG2021	1	8	F	
27	Male	White	ACG2021	1	8	B	
35	Male	Black/African American	ACG2021	2	8	B	
26	Female	White	ACG2021	1	8	B	
29	Female	White	ACG2021	1	8	C	
26	Male	White	ACG2021	1	8	A	
26	Male	White	ACG2021	3	8	WF	
26	Male	Black/African American	ACG2021	3	8	B	
27	Male	White	ACG2021	1	8	C	
26	Male	White	ACG2021	2	8	A	
27	Male	White	ACG2021	2	8	A	
38	Female	Not Specified	ACG2021	2	8	A	
26	Female	Black/African American	ACG2021	1	8	D	
26	Female	Black/African American	ACG2021	1	8	F	
26	Female	White	ACG2021	1	8	A	
27	Female	White	ACG2021	2	8	A	
27	Female	White	ACG2021	1	8	B	
26	Male	White	ACG2021	1	8	B	
26	Female	Hispanic/Latino	ACG2021	1	8	A	
46	Female	Black/African American	ACG2021	1	8	A	
27	Male	White	ACG2021	2	8	C	
26	Male	White	ACG2021	2	8	F	
24	Male	White	ACG2021	1	8	D	
25	Female	White	ACG2021	1	8	B	
27	Male	White	ACG2021	2	8	W	
26	Female	White	ACG2021	2	8	B	
35	Female	White	ACG2021	1	8	B	
36	Female	Asian	ACG2021	3	8	D	
26	Female	White	ACG2021	1	8	A	
28	Female	White	ACG2021	1	8	W	
27	Female	Hispanic/Latino	ACG2021	1	8	A	
23	Male	Asian	ACG2021	1	8	W	
45	Female	White	ACG2021	3	8	A	
26	Female	White	ACG2021	1	8	A	
46	Female	Hispanic/Latino	ACG2021	1	8	A	
27	Male	White	ACG2021	1	8	W	
27	Male	White	ACG2021	3	8	A	
46	Female	Not Specified	ACG2021	2	8	A	
27	Male	White	ACG2021	1	8	A	
28	Male	Asian	ACG2021	1	8	A	
43	Male	White	ACG2021	1	8	A	
31	Female	Hispanic/Latino	ACG2021	1	8	B	
32	Female	White	ACG2021	1	8	C	
31	Male	Hispanic/Latino	ACG2021	1	8	F	
50	Female	Hispanic/Latino	ACG2021	1	8	C	
30	Female	White	ACG2021	1	8	B	
34	Female	White	ACG2021	1	8	WF	
29	Female	Black/African American	ACG2021	1	8	A	
30	Female	White	ACG2021	1	8	A	
25	Male	White	ACG2021	3	8	B	
25	Male	White	ACG2021	1	8	WF	
25	Male	White	ACG2021	3	8	D	
29	Female	Black/African American	ACG2021	1	8	W	
24	Female	White	ACG2021	1	8	F	
24	Female	White	ACG2021	1	8	C	
26	Male	White	ACG2021	1	8	F	
24	Female	Black/African American	ACG2021	1	8	F	
25	Female	White	ACG2021	1	8	C	
25	Female	White	ACG2021	1	8	B	
24	Male	White	ACG2021	1	8	A	
30	Female	Hispanic/Latino	ACG2021	1	8	W	
24	Female	Multi-Ethnic	ACG2021	1	8	W	
22	Female	Asian	ACG2021	1	8	A	
23	Female	Black/African American	ACG2021	3	8	D	
23	Female	Hispanic/Latino	ACG2021	1	8	B	
25	Male	Asian	ACG2021	3	8	B	
24	Female	White	ACG2021	1	8	C	
23	Male	White	ACG2021	1	8	B	
25	Female	Black/African American	ACG2021	2	8	C	
29	Male	White	ACG2021	1	8	A	
31	Male	Hispanic/Latino	ACG2021	1	8	B	
46	Male	Not Specified	ACG2021	1	8	B	
26	Female	White	ACG2021	1	8	W	
25	Female	White	ACG2021	1	8	A	
35	Male	Hispanic/Latino	ACG2021	1	8	D	
28	Female	White	ACG2021	1	8	B	
31	Male	Black/African American	ACG2021	1	8	D	
26	Male	White	ACG2021	2	8	B	
28	Female	White	ACG2021	1	8	W	
27	Male	White	ACG2021	1	8	B	
26	Male	White	ACG2021	1	8	C	
24	Female	White	ACG2021	1	8	F	
26	Male	Black/African American	ACG2021	1	8	F	
23	Male	Hispanic/Latino	ACG2021	3	8	A	
25	Male	White	ACG2021	1	8	W	
22	Male	White	ACG2021	1	8	A	
26	Female	White	ACG2021	1	8	A	
25	Male	White	ACG2021	1	8	B	
29	Male	White	ACG2021	1	8	B	
33	Unknown	Hispanic/Latino	ACG2021	1	8	C	
26	Female	Asian	ACG2021	2	8	B	
26	Female	White	ACG2021	2	8	C	
26	Male	Not Specified	ACG2021	1	8	F	
48	Unknown	American Indian/Alaska Native	ACG2021	2	8	B	
32	Male	White	ACG2021	2	8	W	
32	Male	White	ACG2021	1	8	B	
26	Female	White	ACG2021	1	8	F	
26	Female	White	ACG2021	3	8	C	
26	Male	White	ACG2021	2	8	A	
26	Male	Asian	ACG2021	3	8	C	
25	Female	Not Specified	ACG2021	1	8	B	
26	Male	White	ACG2021	1	8	A	
25	Male	Not Specified	ACG2021	1	8	C	
27	Female	Black/African American	ACG2021	1	8	W	
29	Male	White	ACG2021	1	8	A	
34	Female	White	ACG2021	1	8	WF	
46	Male	White	ACG2021	1	8	A	
32	Female	White	ACG2021	1	8	B	
32	Male	Multi-Ethnic	ACG2021	1	8	C	
25	Female	White	ACG2021	2	8	F	
41	Female	White	ACG2021	1	8	C	
22	Female	White	ACG2021	2	8	B	
52	Female	Black/African American	ACG2021	1	8	C	
25	Female	White	ACG2021	1	8	W	
22	Male	White	ACG2021	3	8	A	
22	Female	White	ACG2021	1	8	A	
21	Male	White	ACG2021	3	8	B	
22	Male	White	ACG2021	3	8	C	
54	Female	White	ACG2021	1	8	W	
22	Male	White	ACG2021	2	8	WF	
32	Female	White	ACG2021	1	8	F	
39	Female	Multi-Ethnic	ACG2021	1	8	W	
21	Male	Hispanic/Latino	ACG2021	1	8	B	
40	Female	White	ACG2021	1	8	F	
21	Male	White	ACG2021	2	8	B	
20	Male	White	ACG2021	1	8	A	
22	Male	Not Specified	ACG2021	1	8	B	
22	Male	White	ACG2021	3	8	B	
26	Female	White	ACG2021	1	8	B	
22	Female	White	ACG2021	2	8	B	
20	Female	White	ACG2021	3	8	A	
25	Female	White	ACG2021	1	8	D	
48	Male	Hispanic/Latino	ACG2021	2	8	B	
24	Female	White	ACG2021	1	8	B	
22	Female	White	ACG2021	3	8	A	
22	Female	White	ACG2021	1	8	C	
22	Male	White	ACG2021	1	8	B	
22	Male	Asian	ACG2021	1	8	C	
26	Female	White	ACG2021	1	8	WF	
31	Male	White	ACG2021	1	8	C	
22	Female	Hispanic/Latino	ACG2021	3	8	B	
26	Male	White	ACG2021	2	8	B	
22	Female	White	ACG2021	2	8	C	
38	Female	White	ACG2021	1	8	A	
21	Female	White	ACG2021	3	8	W	
21	Female	White	ACG2021	1	8	A	
63	Male	White	ACG2021	1	8	A	
24	Unknown	Not Specified	ACG2021	3	8	C	
21	Female	Black/African American	ACG2021	2	8	B	
21	Male	Hispanic/Latino	ACG2021	1	8	C	
23	Female	White	ACG2021	1	8	A	
33	Male	White	ACG2021	3	8	A	
23	Female	White	ACG2021	2	8	A	
22	Female	White	ACG2021	3	8	F	
22	Female	White	ACG2021	1	8	F	
31	Male	White	ACG2021	1	8	WF	
23	Male	White	ACG2021	1	8	C	
22	Female	Not Specified	ACG2021	2	8	A	
21	Female	White	ACG2021	3	8	D	
25	Female	White	ACG2021	1	8	B	
24	Female	White	ACG2021	1	8	A	
36	Female	White	ACG2021	1	8	A	
23	Female	White	ACG2021	3	8	B	
19	Female	White	ACG2021	1	8	C	
22	Male	White	ACG2021	3	8	C	
29	Male	White	ACG2021	1	8	F	
24	Male	Black/African American	ACG2021	1	8	W	
23	Male	Hispanic/Latino	ACG2021	1	8	W	
45	Unknown	Black/African American	ACG2021	1	8	W	
31	Female	White	ACG2021	3	8	B	
21	Female	White	ACG2021	1	8	A	
28	Female	White	ACG2021	1	8	B	
21	Female	White	ACG2021	1	8	C	
21	Male	White	ACG2021	1	8	B	
23	Male	White	ACG2021	1	8	A	
23	Male	Black/African American	ACG2021	3	8	W	
21	Female	Black/African American	ACG2021	1	8	D	
23	Male	White	ACG2021	1	8	A	
33	Female	White	ACG2021	1	8	A	
21	Female	Hispanic/Latino	ACG2021	3	8	B	
21	Male	White	ACG2021	1	8	A	
22	Male	White	ACG2021	1	8	A	
22	Male	White	ACG2021	3	8	C	
32	Female	Hispanic/Latino	ACG2021	1	8	A	
21	Female	Hispanic/Latino	ACG2021	1	8	A	
22	Female	White	ACG2021	1	8	WF	
27	Male	Black/African American	ACG2021	1	8	C	
27	Male	White	ACG2021	1	8	C	
22	Female	Not Specified	ACG2021	3	8	A	
21	Female	White	ACG2021	1	8	A	
27	Unknown	Not Specified	ACG2021	3	8	A	
21	Male	White	ACG2021	2	8	A	
38	Female	White	ACG2021	3	8	C	
22	Male	White	ACG2021	1	8	A	
20	Male	Asian	ACG2021	3	8	A	
22	Male	White	ACG2021	1	8	D	
22	Female	Hispanic/Latino	ACG2021	3	8	B	
23	Female	White	ACG2021	2	8	A	
27	Male	White	ACG2021	1	8	A	
22	Female	White	ACG2021	2	8	B	
26	Male	White	ACG2021	1	8	B	
33	Male	White	ACG2021	1	8	C	
22	Male	White	ACG2021	3	8	F	
22	Male	White	ACG2021	1	8	B	
22	Male	White	ACG2021	2	8	B	
21	Male	White	ACG2021	3	8	W	
22	Male	Asian	ACG2021	2	8	B	
42	Female	White	ACG2021	1	8	A	
33	Male	Hispanic/Latino	ACG2021	1	8	A	
26	Female	Hispanic/Latino	ACG2021	1	8	F	
26	Female	Hispanic/Latino	ACG2021	1	8	W	
49	Male	Black/African American	ACG2021	3	8	C	
33	Female	White	ACG2021	3	8	W	
21	Female	White	ACG2021	1	8	A	
32	Male	White	ACG2021	2	8	B	
24	Male	White	ACG2021	2	8	A	
21	Female	Hispanic/Latino	ACG2021	2	8	W	
21	Male	Hispanic/Latino	ACG2021	1	8	A	
22	Male	White	ACG2021	3	8	W	
22	Female	Hispanic/Latino	ACG2021	3	8	A	
21	Male	White	ACG2021	2	8	B	
22	Male	White	ACG2021	3	8	W	
22	Male	White	ACG2021	3	8	WF	
27	Male	White	ACG2021	1	8	C	
22	Male	White	ACG2021	1	8	B	
22	Male	White	ACG2021	3	8	B	
22	Male	White	ACG2021	2	8	A	
22	Female	White	ACG2021	1	8	A	
40	Female	Black/African American	ACG2021	2	8	A	
25	Female	Hispanic/Latino	ACG2021	2	8	WF	
31	Female	Black/African American	ACG2021	1	8	D	
19	Female	White	ACG2021	1	8	F	
22	Male	White	ACG2021	1	8	B	
20	Male	White	ACG2021	1	8	A	
21	Female	White	ACG2021	1	8	A	
21	Male	White	ACG2021	1	8	WF	
24	Male	Asian	ACG2021	1	8	D	
21	Male	White	ACG2021	3	8	A	
21	Male	White	ACG2021	1	8	F	
21	Male	White	ACG2021	1	8	C	
22	Male	White	ACG2021	2	8	C	
21	Female	White	ACG2021	2	8	B	
25	Female	Asian	ACG2021	2	8	B	
